"amplitude"
7.663214452669910026e-02
7.792640048393910390e-02
7.938844901425871903e-02
8.092012401255613274e-02
8.250445142918481911e-02
8.422857765751717851e-02
8.605128718970320167e-02
8.799048800601072529e-02
8.994549376512617211e-02
9.203863188616469293e-02
9.422200057575191856e-02
9.644825432925799302e-02
9.875268844929992185e-02
1.011556257962931554e-01
1.035916410009315863e-01
1.061181918996749879e-01
1.086775922227155022e-01
1.113356717219841502e-01
1.139910341209368627e-01
1.167521771699966404e-01
1.194891261357289292e-01
1.223404134087036632e-01
1.251752610157505496e-01
1.280654112504238384e-01
1.310027849580157888e-01
1.339516139226330504e-01
1.369094010100811443e-01
1.398766990623295237e-01
1.428817784072738406e-01
1.458923932306111504e-01
1.489374772112056489e-01
1.519743031018344903e-01
1.550287831561012186e-01
1.580955850304203436e-01
1.611429896523944583e-01
1.642396674788660083e-01
1.673425965650025271e-01
1.704555125148137507e-01
1.735620773836227260e-01
1.766898610744870590e-01
1.798361851888449214e-01
1.830130269404614263e-01
1.861249737666800241e-01
1.893085986943116028e-01
1.924954422077557181e-01
1.956281805994241063e-01
1.988102587847938862e-01
2.020078488465933131e-01
2.051978281980994523e-01
2.083913176788386445e-01
2.116271474973944744e-01
2.148340231880155882e-01
2.180194284281897210e-01
2.212452193683094592e-01
2.244699713709592259e-01
2.276823681427206647e-01
2.309178117090822380e-01
2.341827413479927733e-01
2.374254333736367240e-01
2.407355281945611769e-01
2.440050190295722787e-01
2.473530306930050160e-01
2.506731358325577919e-01
2.540699897941224306e-01
2.574355321260579643e-01
2.608944408226839817e-01
2.643078788164218706e-01
2.677900628719440124e-01
2.713517501509798424e-01
2.748799071641067071e-01
2.785059378696915777e-01
2.821220006856370865e-01
2.858021702042542467e-01
2.895296534559376189e-01
2.932937568802365669e-01
2.971265840083868182e-01
3.009893909942592538e-01
3.049154276933640495e-01
3.088852394319519523e-01
3.128926165599878462e-01
3.169696158976697542e-01
3.210783348697953676e-01
3.251890916496952832e-01
3.293388571883751337e-01
3.335109129502318859e-01
3.376523495808701480e-01
3.418054283112046954e-01
3.459359447267348342e-01
3.501091648586515115e-01
3.542186176200932679e-01
3.583059403428424106e-01
3.623159516274621073e-01
3.663224890844549164e-01
3.703043327320706957e-01
3.741906764007791319e-01
3.780247790318764789e-01
3.817462737419703989e-01
3.854593776397847171e-01
3.890188013376299492e-01
3.925303632044740976e-01
3.959378019403424487e-01
3.992428455149326649e-01
4.024622427768431709e-01
4.055096000380786214e-01
4.084638083524511076e-01
4.112795955169880058e-01
4.140299113068827142e-01
4.166016599037034585e-01
4.191229574584883766e-01
4.215731679504196028e-01
4.238579923736369159e-01
4.261087566720254127e-01
4.282463523716233400e-01
4.303657910374850126e-01
4.323342269816207728e-01
4.342757958074151547e-01
4.361526434885447112e-01
4.379753478214195028e-01
4.397939330689893955e-01
4.414973419142809719e-01
4.431845106325743577e-01
4.448195548824213641e-01
4.464440495743818849e-01
4.480599501835136333e-01
4.496077779431777444e-01
4.511864619657060538e-01
4.527239631092515038e-01
4.542454142486641588e-01
4.558040030213006411e-01
4.573577556931581189e-01
4.589278024083116581e-01
4.604963716558088671e-01
4.620331044252904418e-01
4.636092767190551078e-01
4.651819373097229593e-01
4.667394750736003073e-01
4.683157546058830945e-01
4.698884285604140731e-01
4.714323995896118613e-01
4.729836320134855887e-01
4.745048174589205914e-01
4.760524750933009530e-01
4.775430692020240508e-01
4.790462779793168147e-01
4.805686375601123661e-01
4.820179785578686538e-01
4.834913384758001142e-01
4.849403207557856366e-01
4.863528141166135743e-01
4.877869022890195527e-01
4.891478113210872003e-01
4.905139803028758516e-01
4.918600709061866083e-01
4.931481417885925089e-01
4.944230100180659337e-01
4.956849322307160244e-01
4.968622729693542017e-01
4.980573549429603286e-01
4.992369007591809793e-01
5.003326119924775828e-01
5.014176711821384247e-01
5.024623548059641287e-01
5.034579717572708057e-01
5.044011459161855671e-01
5.053353873840286115e-01
5.061590012481674838e-01
5.070277992187054439e-01
5.077893945174746237e-01
5.084933626583856281e-01
5.091757612484427709e-01
5.098019666756316015e-01
5.103801736049612403e-01
5.109300164578497450e-01
5.113694947781148858e-01
5.117599807275576840e-01
5.121321352503446223e-01
5.124251817864471370e-01
5.126663948372692792e-01
5.128139078964829567e-01
5.129108072739408941e-01
5.129428429018517699e-01
5.128899454044676398e-01
5.128244858313544263e-01
5.126821886170026543e-01
5.124616640213189855e-01
5.121927977493717643e-01
5.118432325174762099e-01
5.114882028557542482e-01
5.111011485284711053e-01
5.106405586070014158e-01
5.101184854056388662e-01
5.095927738117376204e-01
5.090257505613943190e-01
5.084218153044580690e-01
5.077957773352862469e-01
5.071403668979045376e-01
5.064725334147955893e-01
5.058088370387849864e-01
5.050633804120179260e-01
5.043532853878467392e-01
5.036327783939874569e-01
5.028998752901214786e-01
5.021611918854195222e-01
5.014226645125655635e-01
5.006586280225896468e-01
4.999192220851321200e-01
4.991826176010266125e-01
4.984740005057101131e-01
4.977381954504148664e-01
4.970273202877005803e-01
4.963247023073801834e-01
4.955863416840752267e-01
4.948323312001458030e-01
4.941212705352943657e-01
4.933256660078859102e-01
4.925433219079189961e-01
4.917661900223963545e-01
4.909114915193440454e-01
4.900683237089168420e-01
4.891706034581211893e-01
4.882513299720034339e-01
4.873335170786397552e-01
4.863253344557593727e-01
4.852599678888547818e-01
4.841759051224686083e-01
4.830284061350620384e-01
4.818604718788488950e-01
4.806006533340193565e-01
4.792892475335600588e-01
4.778995705853741338e-01
4.764675983682366001e-01
4.749392873407953242e-01
4.733795024299032872e-01
4.716831851551817056e-01
4.699793408480151258e-01
4.682184687032881487e-01
4.663518771513012195e-01
4.644533585906652773e-01
4.624454552943000896e-01
4.604518351075608806e-01
4.583693714308659795e-01
4.562422766095339810e-01
4.540612639808926931e-01
4.518599678557434496e-01
4.496006661137579297e-01
4.472853973647006320e-01
4.449913963489783297e-01
4.425919423259813135e-01
4.401986020130445043e-01
4.377713824460812142e-01
4.353483935085700751e-01
4.328685551246400642e-01
4.303738892911332381e-01
4.278801907508434366e-01
4.253531228279303078e-01
4.228297634604284982e-01
4.202634426514477162e-01
4.177351933929289163e-01
4.151909631206722739e-01
4.125990580115762585e-01
4.100510112743593338e-01
4.074807297550530061e-01
4.048977996348948616e-01
4.022617588750880824e-01
3.996747100873980219e-01
3.970105626062988557e-01
3.943834115888911751e-01
3.916952657089761147e-01
3.890094030467444175e-01
3.862547304981313601e-01
3.835148274766053134e-01
3.807572200476222468e-01
3.779283696311526164e-01
3.751322225280013800e-01
3.722253512208397175e-01
3.693401670353807509e-01
3.664001550780454086e-01
3.634431057817338884e-01
3.604073925074809392e-01
3.573698835731761170e-01
3.542607920634625596e-01
3.511156173662087765e-01
3.478806083782884917e-01
3.446355485353080894e-01
3.413455358440358745e-01
3.380459851012285744e-01
3.346566527749779141e-01
3.312246760636884946e-01
3.277350903229365175e-01
3.241998924018048012e-01
3.206480246165102632e-01
3.170622977115097885e-01
3.134250342322089655e-01
3.097593063809084279e-01
3.061051218853778066e-01
3.023373122343660513e-01
2.985872522031803311e-01
2.948406493087042390e-01
2.910256883600611522e-01
2.871518905171053238e-01
2.833408674721956122e-01
2.794467344059253233e-01
2.755579419343645031e-01
2.716480202177321557e-01
2.676761119893098506e-01
2.637597171043005173e-01
2.597834574959495546e-01
2.558298226531026676e-01
2.518418523830820988e-01
2.478470701021082412e-01
2.438837636583401913e-01
2.398579615927608488e-01
2.358310544722553026e-01
2.318164817854924398e-01
2.278219709084220723e-01
2.237486618663922511e-01
2.197436808014486820e-01
2.156520213884531023e-01
2.116227988339901278e-01
2.075155464526595994e-01
2.034410439251777281e-01
1.993563175918288688e-01
1.952285354905623216e-01
1.911532615522196776e-01
1.870295987208544786e-01
1.828860221861763058e-01
1.787073853922354350e-01
1.745402750312773366e-01
1.703964538068344636e-01
1.662127556882846136e-01
1.619878863403186320e-01
1.577836183103726031e-01
1.535361942819569447e-01
1.493165621613624094e-01
1.450506306619188668e-01
1.407785322588959442e-01
1.365174622573650243e-01
1.322280673931583717e-01
1.279275864668625584e-01
1.235925007508737045e-01
1.192797610390340379e-01
1.149503693556625794e-01
1.106012661213276738e-01
1.062736528715804013e-01
1.019468758288629984e-01
9.757947553798668183e-02
9.323719790586235123e-02
8.890239433514508793e-02
8.453949316311118456e-02
8.019517287117300386e-02
7.582385992861565005e-02
7.149926077473450770e-02
6.715431943420713257e-02
6.279799358615140159e-02
5.846858360274468508e-02
5.418748325194232274e-02
4.985778398232990072e-02
4.556324839409963551e-02
4.128301748824590722e-02
3.699401526854222133e-02
3.275524209662481617e-02
2.849664437148463972e-02
2.427899596429506854e-02
2.002672549531058985e-02
1.581333955820032194e-02
1.161398923700045563e-02
7.403491981177991177e-03
3.217892581512377722e-03
-9.524462799240805732e-04
-5.174503083580554372e-03
-9.329524668588403888e-03
-1.353079445480550279e-02
-1.770170649684959727e-02
-2.187191421327705151e-02
-2.608055331261048895e-02
-3.025296388435212355e-02
-3.442995066297269841e-02
-3.860086668691722900e-02
-4.282339745927189745e-02
-4.701246259736951982e-02
-5.123476078167896880e-02
-5.548840281028388777e-02
-5.970266034883200956e-02
-6.393155051274432288e-02
-6.818861275257701027e-02
-7.248249602374524925e-02
-7.678954805775831116e-02
-8.108013266558662668e-02
-8.540091430374287251e-02
-8.971754165975950879e-02
-9.405626868404030894e-02
-9.843405714701096432e-02
-1.028124406769268667e-01
-1.071825944273854248e-01
-1.115716764096492675e-01
-1.159318730277191234e-01
-1.203245678023766863e-01
-1.247438751999292716e-01
-1.291542314300939964e-01
-1.335492010846822120e-01
-1.380058007874958026e-01
-1.424143044212330123e-01
-1.468355801436968255e-01
-1.512739674110017141e-01
-1.557029070680656102e-01
-1.600875578808756972e-01
-1.645220415099725997e-01
-1.689481119200543224e-01
-1.733724111722153294e-01
-1.777893856978743914e-01
-1.821577761658520478e-01
-1.865759734310941942e-01
-1.909367848240588472e-01
-1.953593396995908227e-01
-1.997224536107279069e-01
-2.040505119013291402e-01
-2.083839107034825555e-01
-2.127048931622054495e-01
-2.170246795653115179e-01
-2.212954138825935224e-01
-2.255484465107188141e-01
-2.297754745580223579e-01
-2.339136944579796318e-01
-2.381026643636842133e-01
-2.421858233586833553e-01
-2.462858636191614103e-01
-2.503043517255719719e-01
-2.542952165549731136e-01
-2.582416743202824994e-01
-2.621614283263861145e-01
-2.660128377504103470e-01
-2.698002048721277468e-01
-2.735411282564034763e-01
-2.772364940343414186e-01
-2.808477615700493701e-01
-2.844383628548099452e-01
-2.879074928952445878e-01
-2.913572287725144094e-01
-2.947323112238763310e-01
-2.980211189901719182e-01
-3.012799037953002856e-01
-3.044514373221796633e-01
-3.076128732366311680e-01
-3.107170265307794832e-01
-3.137532731196043256e-01
-3.167473435126093029e-01
-3.197112330350247444e-01
-3.226811910955755813e-01
-3.255778077109620638e-01
-3.284858552592171965e-01
-3.313250987544723025e-01
-3.341807972745831634e-01
-3.370396461966306267e-01
-3.398356211508773983e-01
-3.426542032978000529e-01
-3.454999725771008556e-01
-3.483250757699971056e-01
-3.511386057676268990e-01
-3.539522038109508828e-01
-3.568028827887622101e-01
-3.596496280613860064e-01
-3.625794003587498593e-01
-3.654509058730798787e-01
-3.683956036331939576e-01
-3.713642587351160818e-01
-3.743389617583436912e-01
-3.773767576250295352e-01
-3.804071136151432331e-01
-3.834193301181144653e-01
-3.864986400173973657e-01
-3.895824528686779864e-01
-3.926186270402126643e-01
-3.957298935937049733e-01
-3.987760512790475276e-01
-4.018709907826406025e-01
-4.049380272195752251e-01
-4.079884480202344288e-01
-4.110007654592154891e-01
-4.140345422064109493e-01
-4.170506508820965852e-01
-4.200716133469068470e-01
-4.230125625287820545e-01
-4.259390652190009341e-01
-4.288364162085143705e-01
-4.317451137986264009e-01
-4.345445105734108138e-01
-4.373657385547264353e-01
-4.401112763399042671e-01
-4.427934356612676092e-01
-4.454719973585414272e-01
-4.480534506979996778e-01
-4.505901711515030161e-01
-4.530860219880641915e-01
-4.555522409633060432e-01
-4.579702033558107899e-01
-4.602717014661351080e-01
-4.625775238281570334e-01
-4.647816159882231513e-01
-4.669882526713936000e-01
-4.690669967527577588e-01
-4.711295039553415887e-01
-4.731411791131278077e-01
-4.750625750549808402e-01
-4.769263186628224238e-01
-4.787362735839008621e-01
-4.804665502584048453e-01
-4.821285987564407627e-01
-4.837416774548107812e-01
-4.852883844250776568e-01
-4.867916401250799718e-01
-4.881888207288632153e-01
-4.895710624144868350e-01
-4.908120479268341385e-01
-4.920153664060828436e-01
-4.931850127804424111e-01
-4.942332184159869413e-01
-4.952033090640388657e-01
-4.961445409944179041e-01
-4.970171064208702694e-01
-4.978477533126522414e-01
-4.985858744043483726e-01
-4.993034050377720967e-01
-4.999480356344018217e-01
-5.006214684422491956e-01
-5.011794902338342350e-01
-5.017332096173990896e-01
-5.022723843676599742e-01
-5.027548556707769345e-01
-5.032173290700630020e-01
-5.036716848285038850e-01
-5.041379066983711077e-01
-5.045449983145390283e-01
-5.049763160397666706e-01
-5.054035795047404633e-01
-5.058330766283550828e-01
-5.062776702277770324e-01
-5.067005349031712402e-01
-5.071202745083867036e-01
-5.076292641190851551e-01
-5.080756020519149319e-01
-5.085694090881394125e-01
-5.091142748464844159e-01
-5.096655562349783342e-01
-5.102292332301304745e-01
-5.107872763555503237e-01
-5.113784182581276871e-01
-5.119115238235010246e-01
